FIPS formula,County Name,State Abbr,Jan,July
21007,Ballard,KY,33.25,78.05
21009,Barren,KY,34.2,76.6
21011,Bath,KY,33,75.15
21013,Bell,KY,34.4,74
21015,Boone,KY,30.5,74.93
21017,Bourbon,KY,32.2,75.5
21019,Boyd,KY,32.63,74.53
21021,Boyle,KY,33.2,76.05
21023,Bracken,KY,32.2,75.5
21025,Breathitt,KY,33.8,74.8
21027,Breckinridge,KY,33.1,76.73
21029,Bullitt,KY,34.2,76.6
21031,Butler,KY,34.4,77.45
21033,Caldwell,KY,34.6,78.3
21035,Calloway,KY,36.63,78.63
21037,Campbell,KY,30.7,74.9
21039,Carlisle,KY,35,79.05
21041,Carroll,KY,31.15,75.25
21043,Carter,KY,33.8,74.8
21045,Casey,KY,33.2,76.05
21047,Christian,KY,34.6,78.3
21049,Clark,KY,33,75.15
21051,Clay,KY,33.8,74.8
21053,Clinton,KY,35.35,76.15
21055,Crittenden,KY,33.3,77.9
21057,Cumberland,KY,34.2,76.6
21059,Daviess,KY,32.65,77.45
21061,Edmonson,KY,34.2,76.6
21063,Elliott,KY,33.8,74.8
21065,Estill,KY,33,75.15
21067,Fayette,KY,32.2,75.5
21069,Fleming,KY,33,75.15
21071,Floyd,KY,33.8,74.8
21073,Franklin,KY,32.2,75.5
21075,Fulton,KY,35.97,79.23
21077,Gallatin,KY,31.15,75.25
21079,Garrard,KY,33,75.15
21081,Grant,KY,32.2,75.5
21083,Graves,KY,36.25,78.95
21085,Grayson,KY,34.4,77.45
21087,Green,KY,34.2,76.6
21089,Greenup,KY,32.4,74.5
21091,Hancock,KY,32.5,76.7
21093,Hardin,KY,32.35,75.95
21095,Harlan,KY,33.3,73.15
21097,Harrison,KY,32.2,75.5
21099,Hart,KY,34.2,76.6
21101,Henderson,KY,32.65,77.45
21103,Henry,KY,32.2,75.5
21105,Hickman,KY,35.97,79.23
21107,Hopkins,KY,34.6,78.3
21109,Jackson,KY,33,75.15
21111,Jefferson,KY,31.75,75.6
21113,Jessamine,KY,32.2,75.5
21115,Johnson,KY,33.8,74.8
21117,Kenton,KY,30.7,74.9
21119,Knott,KY,33.8,74.8
21121,Knox,KY,33.8,74.8
21123,Larue,KY,34.2,76.6
21125,Laurel,KY,33.8,74.8
21127,Lawrence,KY,33.45,74.7
21129,Lee,KY,33.8,74.8
21131,Leslie,KY,33.8,74.8
21133,Letcher,KY,33.3,73.15
21135,Lewis,KY,32.33,74.83
21137,Lincoln,KY,33.4,75.63
21139,Livingston,KY,33.3,77.9
21141,Logan,KY,34.4,77.45
21143,Lyon,KY,34.6,78.3
21145,McCracken,KY,33.3,77.9
21147,McCreary,KY,33.8,74.8
21149,McLean,KY,34.6,78.3
21151,Madison,KY,33,75.15
21153,Magoffin,KY,33.8,74.8
21155,Marion,KY,33.2,76.05
21157,Marshall,KY,34.6,78.3
21159,Martin,KY,33.45,74.7
21161,Mason,KY,31.73,74.87
21163,Meade,KY,32.35,75.95
21165,Menifee,KY,33,75.15
21167,Mercer,KY,32.2,75.5
21169,Metcalfe,KY,34.2,76.6
21171,Monroe,KY,34.2,76.6
21173,Montgomery,KY,33,75.15
21175,Morgan,KY,33.8,74.8
21177,Muhlenberg,KY,34.4,77.45
21179,Nelson,KY,33.2,76.05
21181,Nicholas,KY,32.2,75.5
21183,Ohio,KY,34.4,77.45
21185,Oldham,KY,32.17,75.7
21187,Owen,KY,32.2,75.5
21189,Owsley,KY,33.8,74.8
21191,Pendleton,KY,30.7,74.9
21193,Perry,KY,33.8,74.8
21195,Pike,KY,33.23,73.63
21197,Powell,KY,33,75.15
21199,Pulaski,KY,33.4,75.63
21201,Robertson,KY,32.2,75.5
21203,Rockcastle,KY,33,75.15
21205,Rowan,KY,33,75.15
21207,Russell,KY,34,75.7
21209,Scott,KY,32.2,75.5
21211,Shelby,KY,33.2,76.05
21213,Simpson,KY,34.4,77.45
21215,Spencer,KY,33.2,76.05
21217,Taylor,KY,34.2,76.6
21219,Todd,KY,34.6,78.3
21221,Trigg,KY,36,78.15
21223,Trimble,KY,31.15,75.25
21225,Union,KY,32.43,77.47
21227,Warren,KY,34.4,77.45
21229,Washington,KY,33.2,76.05
21231,Wayne,KY,34,75.7
21233,Webster,KY,34.6,78.3
21235,Whitley,KY,33.8,74.8
21237,Wolfe,KY,33.8,74.8
21239,Woodford,KY,32.2,75.5
22001,Acadia,LA,50.63,82.23
22003,Allen,LA,49.95,82.25
22005,Ascension,LA,51.73,82.1
22007,Assumption,LA,52.6,82.3
22009,Avoyelles,LA,49.35,81.95
22011,Beauregard,LA,48.83,82.27
22013,Bienville,LA,45.75,81.95
22015,Bossier,LA,44.53,81.53
22017,Caddo,LA,44.05,81.45
22019,Calcasieu,LA,50.63,82.67
22021,Caldwell,LA,46.67,82
22023,Cameron,LA,52.2,82.7
22025,Catahoula,LA,46.67,82
22027,Claiborne,LA,44.77,81.73
22029,Concordia,LA,47.23,81.83
22031,De Soto,LA,47.1,82.23
22033,East Baton Rouge,LA,51.73,82.1
22035,East Carroll,LA,44.17,81.87
22037,East Feliciana,LA,48.6,81.45
22039,Evangeline,LA,49.95,82.25
22041,Franklin,LA,46.67,82
22043,Grant,LA,47.1,81.95
22045,Iberia,LA,51.6,82.25
22047,Iberville,LA,51.73,82.1
22049,Jackson,LA,45.5,81.7
22051,Jefferson,LA,53.2,82.4
22053,Jefferson Davis,LA,49.95,82.25
22055,Lafayette,LA,50.63,82.23
22057,Lafourche,LA,52.6,82.3
22059,La Salle,LA,47.1,81.95
22061,Lincoln,LA,45.5,81.7
22063,Livingston,LA,51.6,82.05
22065,Madison,LA,45.7,81.7
22067,Morehouse,LA,44.63,81.83
22069,Natchitoches,LA,47,82
22071,Orleans,LA,51.6,82.05
22073,Ouachita,LA,45.65,81.9
22075,Plaquemines,LA,53.2,82.4
22077,Pointe Coupee,LA,50.23,82.03
22079,Rapides,LA,49.23,82.13
22081,Red River,LA,46.43,81.93
22083,Richland,LA,45.65,81.9
22085,Sabine,LA,47.1,82.23
22087,St. Bernard,LA,53.2,82.4
22089,St. Charles,LA,53.2,82.4
22091,St. Helena,LA,48.6,81.45
22093,St. James,LA,53.2,82.4
22095,St. John the Baptist,LA,51.6,82.05
22097,St. Landry,LA,50.23,82.03
22099,St. Martin,LA,50.23,82.03
22101,St. Mary,LA,52.6,82.3
22103,St. Tammany,LA,50.97,81.77
22105,Tangipahoa,LA,48.23,81.23
22107,Tensas,LA,46.5,81.65
22109,Terrebonne,LA,52.6,82.3
22111,Union,LA,44.17,81.7
22113,Vermilion,LA,51.6,82.25
22115,Vernon,LA,48.8,82.25
22117,Washington,LA,49.07,81.23
22119,Webster,LA,44.1,81.47
22121,West Baton Rouge,LA,51,81.95
22123,West Carroll,LA,44.2,81.9
22125,West Feliciana,LA,48.63,81.7
22127,Winn,LA,47.33,81.93
23001,Androscoggin,ME,18.7,67.4
23003,Aroostook,ME,13.75,65.95
23005,Cumberland,ME,18.7,67.4
23007,Franklin,ME,13.75,65.95
23009,Hancock,ME,18.7,67.4
23011,Kennebec,ME,18.7,67.4
23013,Knox,ME,20.6,67.3
23015,Lincoln,ME,18.7,67.4
23017,Oxford,ME,13.87,65.4
23019,Penobscot,ME,13.75,65.95
23021,Piscataquis,ME,13.75,65.95
23023,Sagadahoc,ME,18.7,67.4
23025,Somerset,ME,13.75,65.95
23027,Waldo,ME,18.7,67.4
23029,Washington,ME,16.03,66.4
23031,York,ME,19.1,67.7
24001,Allegany,MD,28.34,71.32
24003,Anne Arundel,MD,33.73,77
24005,Baltimore,MD,31.8,75.83
24009,Calvert,MD,34.75,77.6
24011,Caroline,MD,34.4,77.45
24013,Carroll,MD,30.55,74.95
24015,Cecil,MD,31.2,75.53
24017,Charles,MD,34.07,76.73
24019,Dorchester,MD,35.55,77.55
24021,Frederick,MD,31.03,74.7
24023,Garrett,MD,28.88,70.88
24025,Harford,MD,30.23,74.8
24027,Howard,MD,33,76.7
24029,Kent,MD,32.75,76.55
24031,Montgomery,MD,32.9,76.13
24033,Prince George's,MD,33.48,76.5
24035,Queen Anne's,MD,34.4,77.45
24037,St. Mary's,MD,35.2,77.6
24039,Somerset,MD,36.1,77.5
24041,Talbot,MD,34.4,77.45
24043,Washington,MD,30.33,73.77
24045,Wicomico,MD,35.23,77.27
24047,Worcester,MD,35.35,77.1
24510,Baltimore,MD,33,76.7
25001,Barnstable,MA,28.6,71.4
25003,Berkshire,MA,21.03,68.17
25005,Bristol,MA,26.87,71.23
25007,Dukes,MA,28.6,71.4
25009,Essex,MA,24.17,70.17
25011,Franklin,MA,21.23,68.53
25013,Hampden,MA,23.72,70.05
25015,Hampshire,MA,22.65,69.45
25017,Middlesex,MA,24.17,70.17
25019,Nantucket,MA,28.6,71.4
25021,Norfolk,MA,26.87,71.23
25023,Plymouth,MA,26.3,71.1
25025,Suffolk,MA,26.3,71.1
25027,Worcester,MA,26.07,71.3
26001,Alcona,MI,18.6,67.5
26003,Alger,MI,16.4,65.4
26005,Allegan,MI,24.1,71.5
26007,Alpena,MI,18.6,67.5
26009,Antrim,MI,19.3,67.55
26011,Arenac,MI,20.5,69.03
26013,Baraga,MI,13.6,65.4
26015,Barry,MI,23.55,71.3
26017,Bay,MI,21.45,69.8
26019,Benzie,MI,20,67.6
26021,Berrien,MI,24.1,71.5
26023,Branch,MI,23.55,71.3
26025,Calhoun,MI,23.55,71.3
26027,Cass,MI,24.1,71.5
26029,Charlevoix,MI,19.3,67.55
26031,Cheboygan,MI,19.3,67.55
26033,Chippewa,MI,16.4,65.4
26035,Clare,MI,19.83,68.2
26037,Clinton,MI,21.95,70.3
26039,Crawford,MI,19.3,67.55
26041,Delta,MI,15,65.4
26043,Dickinson,MI,13.8,66.3
26045,Eaton,MI,23,71.1
26047,Emmet,MI,19.3,67.55
26049,Genesee,MI,22.77,70.9
26051,Gladwin,MI,20.5,69.03
26053,Gogebic,MI,12.95,66.1
26055,Grand Traverse,MI,20,67.6
26057,Gratiot,MI,20.9,69.5
26059,Hillsdale,MI,23.15,71.3
26061,Houghton,MI,13.6,65.4
26063,Huron,MI,22,70.1
26065,Ingham,MI,23.15,71.3
26067,Ionia,MI,22.67,70.7
26069,Iosco,MI,18.6,67.5
26071,Iron,MI,13.8,66.3
26073,Isabella,MI,20.9,69.5
26075,Jackson,MI,23.15,71.3
26077,Kalamazoo,MI,23.55,71.3
26079,Kalkaska,MI,20,67.6
26081,Kent,MI,22.4,70.03
26083,Keweenaw,MI,13.6,65.4
26085,Lake,MI,21.03,68.73
26087,Lapeer,MI,22.65,70.8
26089,Leelanau,MI,20,67.6
26091,Lenawee,MI,23.9,71.97
26093,Livingston,MI,23.15,71.3
26095,Luce,MI,16.4,65.4
26097,Mackinac,MI,16.4,65.4
26099,Macomb,MI,23.3,71.5
26101,Manistee,MI,20,67.6
26103,Marquette,MI,15,65.4
26105,Mason,MI,21.1,68.35
26107,Mecosta,MI,21.55,69.3
26109,Menominee,MI,14.67,66
26111,Midland,MI,20.9,69.5
26113,Missaukee,MI,20,67.6
26115,Monroe,MI,24.35,72.4
26117,Montcalm,MI,22.4,70.03
26119,Montmorency,MI,18.6,67.5
26121,Muskegon,MI,23.15,70.3
26123,Newaygo,MI,22.2,69.1
26125,Oakland,MI,23.3,71.5
26127,Oceana,MI,22.2,69.1
26129,Ogemaw,MI,18.6,67.5
26131,Ontonagon,MI,13.6,65.4
26133,Osceola,MI,21.03,68.73
26135,Oscoda,MI,18.6,67.5
26137,Otsego,MI,19.3,67.55
26139,Ottawa,MI,23.15,70.3
26141,Presque Isle,MI,18.6,67.5
26143,Roscommon,MI,19.3,67.55
26145,Saginaw,MI,22.07,70.37
26147,St. Clair,MI,22.65,70.8
26149,St. Joseph,MI,23.55,71.3
26151,Sanilac,MI,22,70.1
26153,Schoolcraft,MI,16.4,65.4
26155,Shiawassee,MI,21.97,70.23
26157,Tuscola,MI,22.65,70.8
26159,Van Buren,MI,24.1,71.5
26161,Washtenaw,MI,23.15,71.3
26163,Wayne,MI,23.3,71.5
26165,Wexford,MI,20,67.6
27001,Aitkin,MN,8.17,66.97
27003,Anoka,MN,11.45,70
27005,Becker,MN,8.5,69.5
27007,Beltrami,MN,6.3,67.6
27009,Benton,MN,11.45,70
27011,Big Stone,MN,11.5,70.9
27013,Blue Earth,MN,14.6,71.8
27015,Brown,MN,13.7,71.43
27017,Carlton,MN,9.87,67.33
27019,Carver,MN,11.45,70
27021,Cass,MN,9.8,68.97
27023,Chippewa,MN,11.4,70.8
27025,Chisago,MN,11.3,68.55
27027,Clay,MN,9.05,69.72
27029,Clearwater,MN,6.3,67.6
27031,Cook,MN,7,64.9
27033,Cottonwood,MN,14.6,71.7
27035,Crow Wing,MN,9.8,68.97
27037,Dakota,MN,13.42,70.68
27039,Dodge,MN,14.75,71.4
27041,Douglas,MN,11.4,70.8
27043,Faribault,MN,15.4,71.9
27045,Fillmore,MN,15.95,71.35
27047,Freeborn,MN,14.6,71.8
27049,Goodhue,MN,14.73,71.13
27051,Grant,MN,10.9,70.7
27053,Hennepin,MN,12.6,70.33
27055,Houston,MN,16.1,71.17
27057,Hubbard,MN,8.17,68.7
27059,Isanti,MN,11.45,70
27061,Itasca,MN,8.17,66.97
27063,Jackson,MN,15.75,72.1
27065,Kanabec,MN,11,69.1
27067,Kandiyohi,MN,11.4,70.8
27069,Kittson,MN,5.9,68
27071,Koochiching,MN,6.5,66.9
27073,Lac qui Parle,MN,12.57,71.3
27075,Lake,MN,7,64.9
27077,Lake of the Woods,MN,6.3,67.6
27079,Le Sueur,MN,13.25,71.35
27081,Lincoln,MN,14.65,71.85
27083,Lyon,MN,12.75,71.15
27085,McLeod,MN,11.9,70.9
27087,Mahnomen,MN,6.1,68.3
27089,Marshall,MN,6.1,67.63
27091,Martin,MN,15.57,72
27093,Meeker,MN,11.9,70.9
27095,Mille Lacs,MN,11.45,70
27097,Morrison,MN,9.8,68.97
27099,Mower,MN,15.5,71.5
27101,Murray,MN,14.6,71.6
27103,Nicollet,MN,13.25,71.35
27105,Nobles,MN,15.75,72.1
27107,Norman,MN,7.2,68.95
27109,Olmsted,MN,14.9,71
27111,Otter Tail,MN,8.5,69.5
27113,Pennington,MN,6.3,67.6
27115,Pine,MN,11.3,68.55
27117,Pipestone,MN,16,72.5
27119,Polk,MN,6.7,68.53
27121,Pope,MN,11.4,70.8
27123,Ramsey,MN,12.95,70.05
27125,Red Lake,MN,6.1,68.3
27127,Redwood,MN,13,71.25
27129,Renville,MN,13,71.25
27131,Rice,MN,14.75,71.4
27133,Rock,MN,16.73,72.67
27135,Roseau,MN,6.3,67.6
27137,St. Louis,MN,9.03,67.22
27139,Scott,MN,13.1,70.7
27141,Sherburne,MN,11.45,70
27143,Sibley,MN,13.25,71.35
27145,Stearns,MN,11.4,70.8
27147,Steele,MN,14.6,71.8
27149,Stevens,MN,10.9,70.7
27151,Swift,MN,10.9,70.7
27153,Todd,MN,9.77,69.5
27155,Traverse,MN,11.3,70.7
27157,Wabasha,MN,14.8,70.8
27159,Wadena,MN,8.85,69.2
27161,Waseca,MN,14.6,71.8
27163,Washington,MN,13.05,69.67
27165,Watonwan,MN,14.6,71.7
27167,Wilkin,MN,10.9,70.5
27169,Winona,MN,14.8,70.8
27171,Wright,MN,11.45,70
27173,Yellow Medicine,MN,13.02,71.33
28001,Adams,MS,47.23,81.83
28003,Alcorn,MS,38.57,79.1
28005,Amite,MS,47.35,81
28007,Attala,MS,43.6,80.5
28009,Benton,MS,39.8,79.9
28011,Bolivar,MS,42.8,81.67
28013,Calhoun,MS,42.17,80.28
28015,Carroll,MS,43.1,80.9
28017,Chickasaw,MS,41.53,80.2
28019,Choctaw,MS,43.6,80.5
28021,Claiborne,MS,46.5,81.65
28023,Clarke,MS,47.1,80.85
28025,Clay,MS,43.6,80.5
28027,Coahoma,MS,40.85,81.45
28029,Copiah,MS,46.27,80.83
28031,Covington,MS,47.1,80.8
28033,DeSoto,MS,40.18,80.72
28035,Forrest,MS,47.1,80.8
28037,Franklin,MS,47.2,81.2
28039,George,MS,48.2,81
28041,Greene,MS,46.7,80.8
28043,Grenada,MS,42.75,81.05
28045,Hancock,MS,49.85,81.45
28047,Harrison,MS,49.7,81.2
28049,Hinds,MS,45.13,81.17
28051,Holmes,MS,44.1,81.15
28053,Humphreys,MS,44.1,81.15
28055,Issaquena,MS,44.92,81.7
28057,Itawamba,MS,41,79.47
28059,Jackson,MS,49.7,81.2
28061,Jasper,MS,47.1,80.8
28063,Jefferson,MS,46.5,81.65
28065,Jefferson Davis,MS,47.5,80.8
28067,Jones,MS,47.1,80.8
28069,Kemper,MS,44.3,80.75
28071,Lafayette,MS,40.75,80.05
28073,Lamar,MS,47.97,80.93
28075,Lauderdale,MS,44.9,80.65
28077,Lawrence,MS,47.35,81
28079,Leake,MS,43.6,80.5
28081,Lee,MS,41.75,80.1
28083,Leflore,MS,42.75,81.05
28085,Lincoln,MS,47.35,81
28087,Lowndes,MS,42.95,80.25
28089,Madison,MS,44.1,81.15
28091,Marion,MS,47.5,80.8
28093,Marshall,MS,39.8,79.9
28095,Monroe,MS,42.1,80.07
28097,Montgomery,MS,42.6,80.45
28099,Neshoba,MS,43.1,80.5
28101,Newton,MS,44.9,80.65
28103,Noxubee,MS,43.8,80.5
28105,Oktibbeha,MS,43.6,80.5
28107,Panola,MS,41.4,80.95
28109,Pearl River,MS,48.47,81.12
28111,Perry,MS,48.2,81
28113,Pike,MS,47.35,81
28115,Pontotoc,MS,40.4,79.7
28117,Prentiss,MS,40.4,79.7
28119,Quitman,MS,41.4,80.95
28121,Rankin,MS,46.27,80.83
28123,Scott,MS,44.63,80.6
28125,Sharkey,MS,44.1,81.8
28127,Simpson,MS,46.27,80.83
28129,Smith,MS,46.1,80.7
28131,Stone,MS,48.2,81
28133,Sunflower,MS,42.9,81.65
28135,Tallahatchie,MS,42.3,81.23
28137,Tate,MS,41.4,80.95
28139,Tippah,MS,39.8,79.9
28141,Tishomingo,MS,39.2,78.8
28143,Tunica,MS,40.93,81.1
28145,Union,MS,40.75,80.05
28147,Walthall,MS,47.35,81
28149,Warren,MS,45.7,81.7
28151,Washington,MS,42.8,81.67
28153,Wayne,MS,46.7,80.8
28155,Webster,MS,42.77,80.47
28157,Wilkinson,MS,47.95,81.7
28159,Winston,MS,43.6,80.5
28161,Yalobusha,MS,41.4,80.95
28163,Yazoo,MS,45.13,81.17
29001,Adair,MO,27.5,76.8
29003,Andrew,MO,27.2,77.25
29005,Atchison,MO,25.07,76.13
29007,Audrain,MO,28.2,76.8
29009,Barry,MO,34.5,77.45
29011,Barton,MO,32.3,78.37
29013,Bates,MO,30.45,78.25
29015,Benton,MO,31,78.1
29017,Bollinger,MO,32.4,77
29019,Boone,MO,28.67,77.23
29021,Buchanan,MO,27.2,77.25
29023,Butler,MO,35.03,79.07
29025,Caldwell,MO,26.8,76.8
29027,Callaway,MO,29.6,77.45
29029,Camden,MO,32.23,77.53
29031,Cape Girardeau,MO,33.23,78.2
29033,Carroll,MO,26.8,76.8
29035,Carter,MO,32.4,77
29037,Cass,MO,30.45,78.25
29039,Cedar,MO,32.15,77.8
29041,Chariton,MO,26.8,76.8
29043,Christian,MO,33.3,77.5
29045,Clark,MO,25.65,75.95
29047,Clay,MO,27.2,77.25
29049,Clinton,MO,26.8,76.8
29051,Cole,MO,29.6,77.45
29053,Cooper,MO,28.9,77.45
29055,Crawford,MO,30.3,76.9
29057,Dade,MO,32.15,77.8
29059,Dallas,MO,32.15,77.8
29061,Daviess,MO,26.8,76.8
29063,DeKalb,MO,26.8,76.8
29065,Dent,MO,32.4,77
29067,Douglas,MO,32.85,77.25
29069,Dunklin,MO,36.35,80.1
29071,Franklin,MO,30.3,76.9
29073,Gasconade,MO,30.3,76.9
29075,Gentry,MO,26.8,76.8
29077,Greene,MO,33.3,77.5
29079,Grundy,MO,26.8,76.8
29081,Harrison,MO,24.8,75.85
29083,Henry,MO,31,78.1
29085,Hickory,MO,32.15,77.8
29087,Holt,MO,26.67,77.07
29089,Howard,MO,28.67,77.23
29091,Howell,MO,34,77.63
29093,Iron,MO,32.4,77
29095,Jackson,MO,28.82,77.75
29097,Jasper,MO,32.95,78.5
29099,Jefferson,MO,30.83,77.2
29101,Johnson,MO,28.9,77.45
29103,Knox,MO,28.2,76.8
29105,Laclede,MO,32.23,77.53
29107,Lafayette,MO,28.9,77.45
29109,Lawrence,MO,33.3,77.5
29111,Lewis,MO,28.2,76.8
29113,Lincoln,MO,28.15,76.6
29115,Linn,MO,27.5,76.8
29117,Livingston,MO,26.8,76.8
29119,McDonald,MO,34.93,78.57
29121,Macon,MO,27.5,76.8
29123,Madison,MO,32.4,77
29125,Maries,MO,30.53,77.3
29127,Marion,MO,27.1,76.23
29129,Mercer,MO,24.8,75.85
29131,Miller,MO,30.53,77.3
29133,Mississippi,MO,33.97,78.63
29135,Moniteau,MO,31,78.1
29137,Monroe,MO,28.2,76.8
29139,Montgomery,MO,28.2,76.8
29141,Morgan,MO,31,78.1
29143,New Madrid,MO,35.97,79.23
29145,Newton,MO,33.9,79.27
29147,Nodaway,MO,24.8,75.85
29149,Oregon,MO,35.33,78.6
29151,Osage,MO,30.53,77.3
29153,Ozark,MO,34.8,77.95
29155,Pemiscot,MO,36.87,79.93
29157,Perry,MO,32.15,77.4
29159,Pettis,MO,28.9,77.45
29161,Phelps,MO,30.3,76.9
29163,Pike,MO,28.15,76.6
29165,Platte,MO,27.2,77.25
29167,Polk,MO,32.15,77.8
29169,Pulaski,MO,32.23,77.53
29171,Putnam,MO,27.5,76.8
29173,Ralls,MO,28.2,76.8
29175,Randolph,MO,27.5,76.8
29177,Ray,MO,26.8,76.8
29179,Reynolds,MO,32.4,77
29181,Ripley,MO,35.03,79.07
29183,St. Charles,MO,28.15,76.6
29185,St. Clair,MO,32.15,77.8
29186,Ste. Genevieve,MO,32.15,77.4
29187,St. Francois,MO,32.4,77
29189,St. Louis,MO,29.57,76.73
29195,Saline,MO,28.9,77.45
29197,Schuyler,MO,26.03,76.23
29199,Scotland,MO,25.65,75.95
29201,Scott,MO,33.23,78.2
29203,Shannon,MO,32.4,77
29205,Shelby,MO,28.2,76.8
29207,Stoddard,MO,33.9,78.4
29209,Stone,MO,34.5,77.45
29211,Sullivan,MO,27.5,76.8
29213,Taney,MO,35.1,77.77
29215,Texas,MO,32.85,77.25
29217,Vernon,MO,31.7,78.38
29219,Warren,MO,28.2,76.8
29221,Washington,MO,30.3,76.9
29223,Wayne,MO,33.9,78.4
29225,Webster,MO,33.3,77.5
29227,Worth,MO,24.13,75.53
29229,Wright,MO,32.85,77.25
29510,St. Louis,MO,29.4,77
30001,Beaverhead,MT,21.63,63.42
30003,Big Horn,MT,22.23,68.45
30005,Blaine,MT,21.75,66
30007,Broadwater,MT,22.4,63.25
30009,Carbon,MT,20.97,63.93
30011,Carter,MT,20.93,70.93
30013,Cascade,MT,21.75,66
30015,Chouteau,MT,21.75,66
30017,Custer,MT,17.45,70.45
30019,Daniels,MT,14.6,69.6
30021,Dawson,MT,17.45,70.45
30023,Deer Lodge,MT,22.25,61.35
30025,Fallon,MT,18.4,70.55
30027,Fergus,MT,21.75,66
30029,Flathead,MT,22.33,64.57
30031,Gallatin,MT,20.77,62.63
30033,Garfield,MT,19.6,68.22
30035,Glacier,MT,21.6,64.1
30037,Golden Valley,MT,23.8,66.3
30039,Granite,MT,23.5,61.7
30041,Hill,MT,19.7,66.5
30043,Jefferson,MT,22.77,62.73
30045,Judith Basin,MT,21.75,66
30047,Lake,MT,23.5,61.7
30049,Lewis and Clark,MT,22,63.67
30051,Liberty,MT,19.7,66.5
30053,Lincoln,MT,25.1,62.55
30055,McCone,MT,17.45,70.45
30057,Madison,MT,21.4,63.35
30059,Meagher,MT,22.87,64.53
30061,Mineral,MT,23.55,61.8
30063,Missoula,MT,23.55,61.8
30065,Musselshell,MT,22.63,67.97
30067,Park,MT,21.77,63.67
30069,Petroleum,MT,19.6,68.22
30071,Phillips,MT,19.37,67.2
30073,Pondera,MT,21.6,64.1
30075,Powder River,MT,22.5,69.17
30077,Powell,MT,22.77,62.73
30079,Prairie,MT,17.45,70.45
30081,Ravalli,MT,22.7,61.53
30083,Richland,MT,17.45,70.45
30085,Roosevelt,MT,14.6,69.6
30087,Rosebud,MT,20.62,68.38
30089,Sanders,MT,24.6,62.33
30091,Sheridan,MT,14.6,69.6
30093,Silver Bow,MT,22.25,61.35
30095,Stillwater,MT,23.8,66.3
30097,Sweet Grass,MT,23.8,66.3
30099,Teton,MT,22.33,64.57
30101,Toole,MT,19.7,66.5
30103,Treasure,MT,22.05,69.2
30105,Valley,MT,17.15,68.05
30107,Wheatland,MT,23.8,66.3
30109,Wibaux,MT,17.45,70.45
30111,Yellowstone,MT,22.63,67.97
31001,Adams,NE,25.2,75.67
31003,Antelope,NE,21.6,74.1
31005,Arthur,NE,26,73.77
31007,Banner,NE,26.15,70.8
31009,Blaine,NE,24.5,73.8
31011,Boone,NE,22.8,74.9
31013,Box Butte,NE,26.5,72.6
31015,Boyd,NE,21.45,73.6
31017,Brown,NE,24.2,73.4
31019,Buffalo,NE,25.6,75.15
31021,Burt,NE,21.87,74.5
31023,Butler,NE,24,75.7
31025,Cass,NE,23.4,75.3
31027,Cedar,NE,20.15,73.95
31029,Chase,NE,27.3,75.3
31031,Cherry,NE,25.35,73
31033,Cheyenne,NE,26.45,70.4
31035,Clay,NE,24.8,76.2
31037,Colfax,NE,22.8,74.9
31039,Cuming,NE,21.6,74.1
31041,Custer,NE,25.43,74.3
31043,Dakota,NE,20.1,73.87
31045,Dawes,NE,26.5,72.6
31047,Dawson,NE,26.17,75.2
31049,Deuel,NE,27.38,72.67
31051,Dixon,NE,20.15,73.95
31053,Dodge,NE,22.8,74.9
31055,Douglas,NE,23.4,75.3
31057,Dundy,NE,28.63,75.57
31059,Fillmore,NE,24.8,76.2
31061,Franklin,NE,27.35,77.35
31063,Frontier,NE,26.85,75.7
31065,Furnas,NE,27.85,76.45
31067,Gage,NE,26.38,77.17
31069,Garden,NE,26,73.77
31071,Garfield,NE,24.5,73.8
31073,Gosper,NE,26.17,75.2
31075,Grant,NE,25.35,73
31077,Greeley,NE,23.47,74.67
31079,Hall,NE,25.07,75.33
31081,Hamilton,NE,24,75.7
31083,Harlan,NE,27.35,77.35
31085,Hayes,NE,27.3,75.3
31087,Hitchcock,NE,28.3,76.05
31089,Holt,NE,22.9,73.75
31091,Hooker,NE,24.2,73.4
31093,Howard,NE,24.4,74.95
31095,Jefferson,NE,26.95,77.65
31097,Johnson,NE,25.6,76.7
31099,Kearney,NE,25.6,75.15
31101,Keith,NE,27.3,75.3
31103,Keya Paha,NE,24.2,73.4
31105,Kimball,NE,26.23,69.93
31107,Knox,NE,21.5,73.77
31109,Lancaster,NE,24.8,76.2
31111,Lincoln,NE,25.43,74.3
31113,Logan,NE,25.43,74.3
31115,Loup,NE,24.5,73.8
31117,McPherson,NE,25.75,74.35
31119,Madison,NE,22.8,74.9
31121,Merrick,NE,24,75.7
31123,Morrill,NE,26.5,72.6
31125,Nance,NE,22.8,74.9
31127,Nemaha,NE,26.2,76.75
31129,Nuckolls,NE,26.95,77.65
31131,Otoe,NE,24.8,76.02
31133,Pawnee,NE,26.6,77.2
31135,Perkins,NE,27.3,75.3
31137,Phelps,NE,25.6,75.15
31139,Pierce,NE,21.6,74.1
31141,Platte,NE,24,75.7
31143,Polk,NE,24,75.7
31145,Red Willow,NE,27.67,76.07
31147,Richardson,NE,26.67,77.07
31149,Rock,NE,24.2,73.4
31151,Saline,NE,24.8,76.2
31153,Sarpy,NE,23.4,75.3
31155,Saunders,NE,24,75.7
31157,Scotts Bluff,NE,26.15,70.8
